CLIENT_ID,DIGITAL_CLIENT,HOME_OWNER,OWN_INSURANCE_CAR,CLIENTE_DIGITAL,MESES_CONSECUTIVOS,MESES_TOTALES,TASA_RETENCION,SEGMENTO_FIDELIDAD
ES182456083I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182456144Z,true,false,false,SI,66,74,89.1891891891892,ALTA_FIDELIDAD
ES182456178I,false,false,false,NO,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182456186I,false,false,false,NO,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182456225E,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182456234G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100008D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100077E,false,false,false,NO,4,5,80.0,ALTA_FIDELIDAD
ES182100082K,false,false,false,NO,79,88,89.77272727272727,ALTA_FIDELIDAD
ES182100153I,false,false,false,NO,65,73,89.04109589041096,ALTA_FIDELIDAD
ES182100154L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100190D,false,false,false,NO,34,38,89.47368421052632,ALTA_FIDELIDAD
ES182100208E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100238B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100290S,true,false,false,SI,21,23,91.30434782608695,ALTA_FIDELIDAD
ES182100298V,false,false,false,NO,27,30,90.0,ALTA_FIDELIDAD
ES182100317M,false,false,false,NO,39,43,90.69767441860465,ALTA_FIDELIDAD
ES182100332Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100381X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100423C,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182100459K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100493H,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182100550N,false,false,false,NO,25,28,89.28571428571429,ALTA_FIDELIDAD
ES182100611T,false,false,false,NO,53,60,88.33333333333333,ALTA_FIDELIDAD
ES182100660J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100668X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100678Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100691Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100736W,false,false,false,NO,75,83,90.36144578313254,ALTA_FIDELIDAD
ES182100758E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100810F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100835C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100846J,false,false,false,NO,2,3,66.66666666666666,MEDIA_FIDELIDAD
ES182100878I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100954W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182100991F,false,false,false,NO,16,18,88.88888888888889,ALTA_FIDELIDAD
ES182101038G,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182101040Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101072U,false,false,false,NO,21,23,91.30434782608695,ALTA_FIDELIDAD
ES182101080W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101110P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101116D,false,false,false,NO,3,4,75.0,MEDIA_FIDELIDAD
ES182101120H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101144Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101147P,false,false,false,NO,24,27,88.88888888888889,ALTA_FIDELIDAD
ES182101265L,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182101286C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101326L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101372N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101381M,false,false,false,NO,19,21,90.47619047619048,ALTA_FIDELIDAD
ES182101386E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101391F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101393T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101454U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101475S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101583H,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182101597B,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182101672E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101692N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101706U,false,false,false,NO,62,69,89.85507246376811,ALTA_FIDELIDAD
ES182101753P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101786L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101828A,false,false,false,NO,64,72,88.88888888888889,ALTA_FIDELIDAD
ES182101871N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182101938B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102040F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102094A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102132E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102150U,false,false,false,NO,9,10,90.0,ALTA_FIDELIDAD
ES182102152W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102212E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102301X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102305E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102358N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102498S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102576C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102623O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102628Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102648M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102649L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102665Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102682N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102712U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102714M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102747Y,false,false,false,NO,72,80,90.0,ALTA_FIDELIDAD
ES182102794U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102823L,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182102835N,false,false,false,NO,31,34,91.17647058823529,ALTA_FIDELIDAD
ES182102860L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102861S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182102890P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103018Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103038M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103099G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103104Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103111U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103192K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103214I,false,false,false,NO,75,84,89.28571428571429,ALTA_FIDELIDAD
ES182103219K,false,false,false,NO,1,2,50.0,MEDIA_FIDELIDAD
ES182103247X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103248I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103327G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103435S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103556V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103657W,true,false,false,SI,31,34,91.17647058823529,ALTA_FIDELIDAD
ES182103659J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103753Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103767X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103855T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103885U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103895R,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103919Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182103983F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104030Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104085N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104145K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104346H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104352I,false,false,false,NO,10,12,83.33333333333334,ALTA_FIDELIDAD
ES182104404C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104464Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104476K,false,false,false,NO,25,28,89.28571428571429,ALTA_FIDELIDAD
ES182104496V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104612W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104619V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104644T,false,false,false,NO,9,10,90.0,ALTA_FIDELIDAD
ES182104703T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182104882Y,false,false,false,NO,10,11,90.9090909090909,ALTA_FIDELIDAD
ES182104932R,false,false,false,NO,11,12,91.66666666666666,ALTA_FIDELIDAD
ES182104964X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105087F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105104H,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182105138C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105181R,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105186W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105208S,true,false,false,SI,34,38,89.47368421052632,ALTA_FIDELIDAD
ES182105212E,false,false,false,NO,24,27,88.88888888888889,ALTA_FIDELIDAD
ES182105275U,true,false,false,SI,11,12,91.66666666666666,ALTA_FIDELIDAD
ES182105278P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105338L,false,false,false,NO,21,23,91.30434782608695,ALTA_FIDELIDAD
ES182105339S,false,false,false,NO,75,83,90.36144578313254,ALTA_FIDELIDAD
ES182105398J,false,false,false,NO,19,21,90.47619047619048,ALTA_FIDELIDAD
ES182105415S,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182105430F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105435L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105468L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105565M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105598J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105690B,false,false,false,NO,31,34,91.17647058823529,ALTA_FIDELIDAD
ES182105697F,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182105762V,false,false,false,NO,84,93,90.32258064516128,ALTA_FIDELIDAD
ES182105764B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105772P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105788A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105873V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105896R,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182105930Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106007T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106009Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106064P,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182106118C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106203G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106243I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106398D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106446W,false,false,false,NO,85,95,89.47368421052632,ALTA_FIDELIDAD
ES182106474Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106595X,false,false,false,NO,78,87,89.65517241379311,ALTA_FIDELIDAD
ES182106606C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106640H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106668K,false,false,false,NO,10,11,90.9090909090909,ALTA_FIDELIDAD
ES182106704T,true,false,false,SI,4,5,80.0,ALTA_FIDELIDAD
ES182106742H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106858P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106859N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106863I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106902P,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182106903K,false,false,false,NO,71,79,89.87341772151899,ALTA_FIDELIDAD
ES182107000U,true,false,false,SI,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182107002J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107039I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107047E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107064W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107087P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107099O,false,false,false,NO,26,29,89.65517241379311,ALTA_FIDELIDAD
ES182107149N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107160X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107168N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107205X,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182107303H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107382J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107404Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107435S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107450M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107589E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107619F,false,false,false,NO,24,27,88.88888888888889,ALTA_FIDELIDAD
ES182107737P,false,false,false,NO,33,37,89.1891891891892,ALTA_FIDELIDAD
ES182107738C,true,false,false,SI,7,8,87.5,ALTA_FIDELIDAD
ES182107769Y,true,false,false,SI,26,29,89.65517241379311,ALTA_FIDELIDAD
ES182107815U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107848C,false,false,false,NO,24,27,88.88888888888889,ALTA_FIDELIDAD
ES182107870I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107894E,false,false,false,NO,68,76,89.47368421052632,ALTA_FIDELIDAD
ES182107906V,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182107928X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107952B,false,false,false,NO,81,90,90.0,ALTA_FIDELIDAD
ES182107963J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107981S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108053U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108072D,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182108081U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108085S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108086A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108098Y,false,false,false,NO,3,4,75.0,MEDIA_FIDELIDAD
ES182108115I,false,false,false,NO,72,80,90.0,ALTA_FIDELIDAD
ES182108188E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108213E,false,false,false,NO,53,60,88.33333333333333,ALTA_FIDELIDAD
ES182108223O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108238Y,false,false,false,NO,86,95,90.52631578947368,ALTA_FIDELIDAD
ES182108275W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108320M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108351O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108358M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108373F,false,false,false,NO,26,29,89.65517241379311,ALTA_FIDELIDAD
ES182108397O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108443U,false,false,false,NO,21,23,91.30434782608695,ALTA_FIDELIDAD
ES182108458E,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182108460S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108482J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108505F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108651Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108683F,false,false,false,NO,43,47,91.48936170212765,ALTA_FIDELIDAD
ES182108684U,true,false,false,SI,20,22,90.9090909090909,ALTA_FIDELIDAD
ES182108693A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108725C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108755F,false,false,false,NO,46,51,90.19607843137256,ALTA_FIDELIDAD
ES182108787V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108796L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108807K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108812E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108822W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108889B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108890R,false,false,false,NO,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182108914W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108934J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109038H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109072Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109099C,false,false,false,NO,84,93,90.32258064516128,ALTA_FIDELIDAD
ES182109123X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109132H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109136J,false,false,false,NO,85,95,89.47368421052632,ALTA_FIDELIDAD
ES182109157C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109173I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109207I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109275T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109307S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109401U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109403S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109416M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109457J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109529G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109591U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109601Z,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182109670H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109673O,false,false,false,NO,47,52,90.38461538461539,ALTA_FIDELIDAD
ES182109683I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109708A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109731H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109854S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109880T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109915Q,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182109921R,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109979W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110030J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110035L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110082A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110100M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110101L,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182110162Q,false,false,false,NO,36,40,90.0,ALTA_FIDELIDAD
ES182110196W,false,false,false,NO,14,16,87.5,ALTA_FIDELIDAD
ES182110229X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110235P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110303K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110329E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110399W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110419W,false,false,false,NO,10,11,90.9090909090909,ALTA_FIDELIDAD
ES182110434P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110446D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110461N,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182110473H,false,false,false,NO,34,38,89.47368421052632,ALTA_FIDELIDAD
ES182110537I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110539P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110574N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110575C,false,false,false,NO,32,35,91.42857142857143,ALTA_FIDELIDAD
ES182110617P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110618A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110622T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110669R,false,false,false,NO,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182110709O,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182110745S,false,false,false,NO,83,92,90.21739130434783,ALTA_FIDELIDAD
ES182110751N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110782M,false,false,false,NO,39,43,90.69767441860465,ALTA_FIDELIDAD
ES182110794U,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182110824T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110938U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111054X,false,false,false,NO,4,5,80.0,ALTA_FIDELIDAD
ES182111118Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111124E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111206D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111240J,false,false,false,NO,2,3,66.66666666666666,MEDIA_FIDELIDAD
ES182111287M,true,false,false,SI,27,30,90.0,ALTA_FIDELIDAD
ES182111291S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111311F,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182111317Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111394P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111413M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111415X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111493L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111506T,false,false,false,NO,39,43,90.69767441860465,ALTA_FIDELIDAD
ES182111581P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111659Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111685P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111714A,false,false,false,NO,5,6,83.33333333333334,ALTA_FIDELIDAD
ES182111771D,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182111779P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111814S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111822H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111863B,false,false,false,NO,31,34,91.17647058823529,ALTA_FIDELIDAD
ES182111866Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111897A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111903L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111941X,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182111963K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111980V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111985E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112022J,false,false,false,NO,15,17,88.23529411764706,ALTA_FIDELIDAD
ES182112033C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112109Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112157K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112181P,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182112262V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112465F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112466Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112528D,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182112540V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112549W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112587O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112588Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112615G,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182112626J,false,false,false,NO,12,14,85.71428571428571,ALTA_FIDELIDAD
ES182112724I,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182112757S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112790P,false,false,false,NO,12,14,85.71428571428571,ALTA_FIDELIDAD
ES182113052P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113068C,false,false,false,NO,3,4,75.0,MEDIA_FIDELIDAD
ES182113107D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113113A,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182113137P,false,false,false,NO,6,7,85.71428571428571,ALTA_FIDELIDAD
ES182113160V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113199I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113247U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113335B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113515W,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182113527C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113537Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113540S,false,false,false,NO,21,24,87.5,ALTA_FIDELIDAD
ES182113603H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113642K,false,false,false,NO,85,94,90.42553191489363,ALTA_FIDELIDAD
ES182113649E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113713C,false,false,false,NO,75,84,89.28571428571429,ALTA_FIDELIDAD
