CLIENT_ID,TOTAL_TRANSACCIONES,DIAS_CON_ACTIVIDAD,GASTO_PROMEDIO_DIARIO,GASTO_VARIABILIDAD,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD
ES182202737U,87,87,131.12712643678162,365.41054731696494,0,ACTIVO
ES182296781F,39,39,0.0,0.0,31,MODERADO
ES182373904L,95,95,3.5411578947368425,19.353080565336906,31,MODERADO
ES182380358C,95,95,57.410526315789475,225.39098392060578,31,MODERADO
ES182171562D,10,10,216.0,683.05197459637,0,ACTIVO
ES182105208S,38,38,0.0,0.0,62,MODERADO
ES182204920V,29,29,789.4599999999999,826.8752128603548,31,MODERADO
ES182100611T,60,60,85.19883333333334,209.44629767670813,31,MODERADO
ES182331369J,79,79,76.40177215189873,186.7803067418051,0,ACTIVO
ES182451619Z,37,37,0.0,0.0,0,ACTIVO
ES182164627X,96,96,112.61020833333333,375.0210496603853,0,ACTIVO
ES182347911H,26,26,76.84615384615384,271.82253803652003,0,ACTIVO
ES182324728F,23,23,0.0,0.0,31,MODERADO
ES182241324M,19,19,328.8494736842105,549.600806307771,0,ACTIVO
ES182209567A,59,59,0.0,0.0,0,ACTIVO
ES182310285O,84,84,3.857142857142857,35.35129821823077,0,ACTIVO
ES182366561H,78,78,36.83076923076923,149.95632550992826,0,ACTIVO
ES182242656I,71,71,14.739718309859155,124.19907409330314,31,MODERADO
ES182100736W,83,83,49.315662650602405,217.5678355005,0,ACTIVO
ES182201100U,75,75,32.4,192.4012108744276,93,POCO_ACTIVO
ES182329487C,81,81,35.11061728395062,197.08346082526612,0,ACTIVO
ES182369808A,79,79,42.1746835443038,114.9750267960723,0,ACTIVO
ES182425756A,24,24,211.66416666666666,355.17382258754554,0,ACTIVO
ES182246682Z,95,95,40.114631578947375,154.5940805533965,31,MODERADO
ES182284091L,96,96,42.097500000000004,163.549455871273,0,ACTIVO
ES182217317G,94,94,80.04808510638297,134.9345310410256,0,ACTIVO
ES182410022L,62,62,13.740483870967742,87.20625564919177,93,POCO_ACTIVO
ES182270387Q,26,26,0.0,0.0,31,MODERADO
ES182418486L,95,95,69.50368421052632,205.88028439420722,0,ACTIVO
ES182413307C,84,84,56.892857142857146,169.73210769356464,0,ACTIVO
ES182446764T,5,5,613.754,310.6978122388376,31,MODERADO
ES182364256E,21,21,407.57142857142856,915.9291769251907,0,ACTIVO
ES182208560J,13,13,0.0,0.0,0,ACTIVO
ES182117852L,9,9,0.0,0.0,31,MODERADO
ES182168526B,96,96,34.199999999999996,87.27895025660389,0,ACTIVO
ES182244514U,78,78,30.46153846153846,131.50859853451212,0,ACTIVO
ES182358897N,13,13,166.15384615384616,340.42959285630224,0,ACTIVO
ES182400485Z,82,82,53.353902439024395,200.34527758043237,31,MODERADO
ES182179917U,39,39,247.84615384615384,511.04688931342014,0,ACTIVO
ES182427291H,96,96,41.07489583333333,160.92378104977976,0,ACTIVO
ES182212736V,84,84,0.0,0.0,0,ACTIVO
ES182404191Z,78,78,67.64038461538462,236.62653747522165,0,ACTIVO
ES182322193X,75,75,10.8,93.53074360871936,0,ACTIVO
ES182216793F,78,78,20.76923076923077,128.85881966165684,0,ACTIVO
ES182311058K,4,4,0.0,0.0,0,ACTIVO
ES182160436H,40,40,28.35,105.89388738078976,0,ACTIVO
ES182120608I,75,75,50.4,309.7402573561064,31,MODERADO
ES182448114W,93,93,20.31440860215054,195.90506197525087,0,ACTIVO
ES182323638S,76,76,32.18684210526315,248.5164887042603,0,ACTIVO
ES182418266K,94,94,135.00170212765957,351.6627833367762,0,ACTIVO
ES182308893I,16,16,0.0,0.0,31,MODERADO
ES182156502P,95,95,49.45263157894737,207.04109821333563,0,ACTIVO
ES182275827S,16,16,0.0,0.0,0,ACTIVO
ES182186806D,9,9,183.6822222222222,529.6223585201483,0,ACTIVO
ES182114016P,11,11,178.1609090909091,459.7291435498634,0,ACTIVO
ES182383936W,16,16,380.850625,963.4735688847843,0,ACTIVO
ES182174132P,79,79,32.69050632911392,130.79729498985606,0,ACTIVO
ES182116507L,43,43,160.86976744186046,534.6578645820788,0,ACTIVO
ES182374808I,88,88,98.6775,283.1264213757425,31,MODERADO
ES182109136J,95,95,27.28421052631579,200.02402319327368,31,MODERADO
ES182421377X,92,92,33.03391304347826,150.26607363479866,0,ACTIVO
ES182259604L,84,84,25.714285714285715,165.64067449292642,0,ACTIVO
ES182100991F,18,18,0.0,0.0,62,MODERADO
ES182362352V,49,49,97.51530612244896,345.8062301172799,0,ACTIVO
ES182382264N,16,16,734.0625,1741.4258705153086,31,MODERADO
ES182441771Z,17,17,286.85235294117643,256.42600218019555,0,ACTIVO
ES182179180Q,14,14,777.9242857142856,1760.4254065236805,0,ACTIVO
ES182223546C,31,31,73.16129032258064,232.28303091619264,0,ACTIVO
ES182170745N,91,91,11.40879120879121,83.58891740516222,31,MODERADO
ES182168027O,94,94,8.617021276595745,59.945514038978686,31,MODERADO
ES182177151Y,96,96,46.354479166666664,181.17458221790147,0,ACTIVO
ES182245497L,20,20,82.65,220.23105746847833,0,ACTIVO
ES182268395K,15,15,0.0,0.0,0,ACTIVO
ES182418993B,92,92,10.21304347826087,69.74643433698502,0,ACTIVO
ES182171188D,14,14,0.0,0.0,0,ACTIVO
ES182369731I,30,30,89.85600000000001,392.87462141116407,31,MODERADO
ES182143242Z,86,86,61.40930232558139,208.04090753158704,0,ACTIVO
ES182120122H,96,96,65.06177083333333,175.5141617737638,0,ACTIVO
ES182455060E,6,6,0.0,0.0,0,ACTIVO
ES182276539A,46,46,0.0,0.0,31,MODERADO
ES182391518D,14,14,0.0,0.0,31,MODERADO
ES182203315N,75,75,35.712,170.97952537452343,0,ACTIVO
ES182399670R,17,17,305.915294117647,667.9897024198581,0,ACTIVO
ES182149817I,9,9,0.0,0.0,31,MODERADO
ES182216991U,6,6,0.0,0.0,93,POCO_ACTIVO
ES182157483K,96,96,128.36249999999998,306.2192999005434,0,ACTIVO
ES182248032P,32,32,248.90625,631.0385377207241,31,MODERADO
ES182275370J,94,94,66.06382978723404,281.606636671498,0,ACTIVO
ES182125010K,80,80,87.21000000000001,363.69630382741246,31,MODERADO
ES182141425X,6,6,313.87666666666667,572.8470658270553,0,ACTIVO
ES182135736N,12,12,0.0,0.0,0,ACTIVO
ES182454755G,28,28,167.0660714285714,341.466549430967,0,ACTIVO
ES182178765U,31,31,242.90967741935484,362.53597798916337,0,ACTIVO
ES182377378V,12,12,0.0,0.0,0,ACTIVO
ES182270049S,94,94,66.53414893617023,203.0078176915647,0,ACTIVO
ES182277428G,84,84,12.857142857142858,92.82152103710645,0,ACTIVO
ES182394427I,31,31,94.43032258064517,282.0075377536786,31,MODERADO
ES182317478N,33,33,50.23636363636364,119.0718738257009,62,MODERADO
ES182173262L,25,25,0.0,0.0,31,MODERADO
ES182149495Y,76,76,73.93013157894737,248.61969796722826,0,ACTIVO
ES182379569L,20,20,0.0,0.0,31,MODERADO
ES182380254G,74,74,0.0,0.0,0,ACTIVO
ES182240919L,39,39,98.7251282051282,275.9740638163761,0,ACTIVO
ES182218123S,40,40,39.8125,247.8518981864278,0,ACTIVO
ES182245561W,71,71,175.0056338028169,508.8823798671314,0,ACTIVO
ES182400428N,10,10,0.0,0.0,62,MODERADO
ES182372570H,17,17,667.9982352941178,523.1740410374364,0,ACTIVO
ES182152898U,20,20,341.01000000000005,740.9810722065855,0,ACTIVO
ES182334513W,18,18,214.5,417.92037659878537,0,ACTIVO
ES182154769Z,36,36,224.5883333333333,428.8799690389574,31,MODERADO
ES182239810G,14,14,424.2857142857143,997.4792404681087,31,MODERADO
ES182367443U,36,36,163.50222222222223,476.9992167176025,31,MODERADO
ES182294763W,86,86,60.24720930232559,205.3434449928513,31,MODERADO
ES182365593U,36,36,0.0,0.0,0,ACTIVO
ES182449056K,26,26,681.0996153846154,1356.5524458640907,0,ACTIVO
ES182284590F,86,86,47.38267441860465,167.84287257414238,31,MODERADO
ES182110782M,43,43,6.517674418604651,42.73924932141578,93,POCO_ACTIVO
ES182239010F,22,22,0.0,0.0,31,MODERADO
ES182357233Y,40,40,172.6395,385.7978444261271,0,ACTIVO
ES182145258R,10,10,0.0,0.0,0,ACTIVO
ES182357916C,75,75,83.2512,150.80379094955393,0,ACTIVO
ES182295129Y,9,9,382.78,568.0374993563365,0,ACTIVO
ES182310254K,93,93,81.1741935483871,269.0750763599122,0,ACTIVO
ES182366731R,24,24,136.0845833333333,233.76665107825065,31,MODERADO
ES182322903F,11,11,131.58,348.20095269829466,62,MODERADO
ES182323783X,24,24,0.0,0.0,31,MODERADO
ES182402385C,17,17,0.0,0.0,0,ACTIVO
ES182211055O,35,35,107.23542857142857,229.95668597704704,31,MODERADO
ES182234185S,11,11,71.09363636363636,232.72646073331353,31,MODERADO
ES182240104O,12,12,245.45749999999998,388.02670098203293,0,ACTIVO
ES182172016H,5,5,0.0,0.0,31,MODERADO
ES182436096T,18,18,622.9122222222222,1154.0746898785628,62,MODERADO
ES182350579E,27,27,315.4688888888889,682.8070586096628,0,ACTIVO
ES182107000U,13,13,0.0,0.0,31,MODERADO
ES182169085F,96,96,0.0,0.0,0,ACTIVO
ES182116504D,25,25,0.0,0.0,62,MODERADO
ES182156814M,20,20,235.14299999999997,599.9227060134716,0,ACTIVO
ES182213944A,22,22,0.0,0.0,0,ACTIVO
ES182193779I,11,11,546.2836363636363,900.4522675997072,31,MODERADO
ES182315346X,14,14,165.95071428571427,277.5737305644224,0,ACTIVO
ES182272261G,22,22,73.63636363636364,345.3851604960889,31,MODERADO
ES182347698V,38,38,78.60736842105263,258.6709511755752,31,MODERADO
ES182429784A,6,6,0.0,0.0,31,MODERADO
ES182354876O,18,18,58.199999999999996,246.92168799034238,0,ACTIVO
ES182320980U,46,46,0.0,0.0,31,MODERADO
ES182162057I,36,36,43.125,224.57256972174622,62,MODERADO
ES182236073K,10,10,0.0,0.0,31,MODERADO
ES182157681V,25,25,93.2076,179.58490845279843,31,MODERADO
ES182149205X,12,12,563.4566666666666,1101.687807480647,31,MODERADO
ES182347223I,8,8,230.85,358.97092202174656,0,ACTIVO
ES182340538O,7,7,0.0,0.0,0,ACTIVO
ES182297000R,11,11,258.6045454545455,564.880929353499,31,MODERADO
ES182201247U,95,95,21.77052631578947,123.01910582773806,31,MODERADO
ES182300082O,44,44,0.0,0.0,31,MODERADO
ES182442901E,10,10,164.134,166.43170085319952,0,ACTIVO
ES182273797R,9,9,187.1877777777778,370.4629945682085,31,MODERADO
ES182238593P,9,9,154.6111111111111,268.4927468035424,0,ACTIVO
ES182288885P,9,9,0.0,0.0,93,POCO_ACTIVO
ES182339308V,9,9,745.43,785.7255860667897,0,ACTIVO
ES182330751W,9,9,196.4922222222222,258.23542218186185,0,ACTIVO
ES182396146A,5,5,144.382,293.5936641346335,0,ACTIVO
ES182373826C,14,14,0.0,0.0,0,ACTIVO
ES182266293U,15,15,196.8493333333333,404.106308758098,0,ACTIVO
ES182201705P,19,19,560.7010526315789,671.9751211242433,0,ACTIVO
ES182436816N,10,10,0.0,0.0,0,ACTIVO
ES182217227C,7,7,0.0,0.0,0,ACTIVO
ES182207056R,18,18,426.0,837.2077541025357,0,ACTIVO
ES182233767Z,15,15,1176.9919999999997,1625.3584870254667,0,ACTIVO
ES182284924R,11,11,0.0,0.0,31,MODERADO
ES182146827Z,12,12,0.0,0.0,0,ACTIVO
ES182429428N,9,9,145.56,236.56074061432935,0,ACTIVO
ES182217051N,27,27,981.3374074074075,1205.6431710393374,0,ACTIVO
ES182376293Q,2,2,405.0,572.7564927611035,62,MODERADO
ES182394259V,5,5,539.892,1207.2352125083164,31,MODERADO
ES182137931B,12,12,81.76166666666667,122.67780245485127,0,ACTIVO
ES182372291H,11,11,57.28272727272727,103.71444991811983,31,MODERADO
ES182144621A,9,9,0.0,0.0,0,ACTIVO
ES182441496X,10,10,196.701,287.0217187078357,0,ACTIVO
ES182197467W,7,7,293.14285714285717,706.7313088134293,31,MODERADO
ES182441393N,9,9,178.5722222222222,230.51014499245892,0,ACTIVO
ES182179255Z,25,25,1.9891999999999999,9.946,0,ACTIVO
ES182339731P,22,22,803.8790909090909,1384.221679761932,31,MODERADO
ES182171033Q,7,7,76.32142857142857,201.92751970517966,31,MODERADO
ES182436089U,8,8,213.18875,375.5637023172158,0,ACTIVO
ES182140297S,3,3,0.0,0.0,31,MODERADO
ES182319514W,15,15,773.1833333333333,770.3382044240298,31,MODERADO
ES182160397O,12,12,131.79166666666666,231.83506009203788,0,ACTIVO
ES182305453F,6,6,0.0,0.0,31,MODERADO
ES182367407C,9,9,140.9288888888889,114.5521944840478,31,MODERADO
ES182381315T,23,23,641.686956521739,1070.721778603891,0,ACTIVO
ES182329125I,15,15,0.0,0.0,62,MODERADO
ES182271684O,73,73,0.0,0.0,0,ACTIVO
ES182234499Q,81,81,49.160000000000004,294.67453461403824,31,MODERADO
ES182288217V,19,19,951.3247368421054,576.0092514917566,0,ACTIVO
ES182135894F,92,92,33.339130434782604,233.48243784416235,0,ACTIVO
ES182186150J,96,96,114.35625,308.41317905231915,0,ACTIVO
ES182121818S,6,6,0.0,0.0,31,MODERADO
ES182436755D,94,94,31.02127659574468,163.73063235859786,31,MODERADO
ES182319420E,83,83,8.197590361445783,44.382448123553374,0,ACTIVO
ES182433030B,79,79,29.39240506329114,176.3203245932083,0,ACTIVO
ES182233910V,23,23,0.0,0.0,31,MODERADO
ES182206630Y,80,80,16.2,97.73775296388996,0,ACTIVO
ES182375802C,96,96,0.0,0.0,0,ACTIVO
ES182110745S,92,92,62.78108695652173,241.30728689969862,0,ACTIVO
ES182272288R,15,15,0.0,0.0,0,ACTIVO
ES182169753C,13,13,0.0,0.0,0,ACTIVO
ES182198464B,22,22,683.0668181818182,722.8627390313255,0,ACTIVO
ES182302367D,91,91,49.37065934065934,132.89100643260832,0,ACTIVO
ES182165115O,87,87,12.413793103448276,115.78815376248185,0,ACTIVO
ES182307517N,95,95,34.67368421052632,164.4546398111988,0,ACTIVO
ES182163690G,95,95,0.0,0.0,31,MODERADO
ES182437073H,23,23,238.9017391304348,246.10391987665727,0,ACTIVO
ES182387141D,93,93,15.096774193548388,91.25478719022492,31,MODERADO
ES182231980W,96,96,1.3483333333333334,13.210914679410607,0,ACTIVO
ES182393775Z,27,27,0.0,0.0,31,MODERADO
ES182454387A,13,13,472.1953846153846,1188.1234330981456,0,ACTIVO
ES182148046C,90,90,8.999444444444444,85.3762263617793,0,ACTIVO
ES182294719U,26,26,303.2576923076923,425.92344764107736,0,ACTIVO
ES182311491I,34,34,0.0,0.0,31,MODERADO
ES182277508P,96,96,14.0625,137.78379803155374,0,ACTIVO
ES182362068U,95,95,23.532631578947367,109.52851609852934,31,MODERADO
ES182161571Q,78,78,34.47,90.30844845493507,0,ACTIVO
ES182122841V,7,7,79.71428571428571,176.935748023319,0,ACTIVO
ES182274607J,96,96,7.3125,50.08966959363976,0,ACTIVO
ES182377673L,96,96,22.477500000000003,198.7724677588608,0,ACTIVO
ES182250426B,21,21,191.57142857142858,404.45105654807867,0,ACTIVO
ES182441600S,39,39,23.556153846153848,106.75039991581404,31,MODERADO
ES182422365R,13,13,496.276923076923,648.2115008414127,0,ACTIVO
ES182341288C,83,83,17.533734939759036,121.04943787168463,0,ACTIVO
ES182311291Q,10,10,242.609,573.2992503716245,0,ACTIVO
ES182161102P,7,7,0.0,0.0,31,MODERADO
ES182163041S,94,94,26.023404255319146,132.75741594864562,62,MODERADO
ES182280294H,10,10,0.0,0.0,31,MODERADO
ES182246547B,15,15,0.0,0.0,0,ACTIVO
ES182229566Z,84,84,39.792857142857144,231.21030628304058,0,ACTIVO
ES182379597J,6,6,0.0,0.0,31,MODERADO
ES182325111F,36,36,0.0,0.0,62,MODERADO
ES182244052S,96,96,0.0,0.0,0,ACTIVO
ES182191300I,76,76,172.46644736842103,585.8046735552821,0,ACTIVO
ES182427189T,93,93,7.258602150537634,69.99942415277735,0,ACTIVO
ES182369179D,93,93,24.431397849462364,224.1352926713035,31,MODERADO
ES182396138V,89,89,97.65134831460675,297.1013792125166,0,ACTIVO
ES182448850S,25,25,0.0,0.0,31,MODERADO
ES182387014C,78,78,30.028846153846153,161.38757083719076,0,ACTIVO
ES182196573D,79,79,26.658227848101266,167.64177972581814,0,ACTIVO
ES182237808T,96,96,66.09375,109.19206430823962,0,ACTIVO
ES182441416T,96,96,39.1415625,173.47032242055352,0,ACTIVO
ES182354315J,8,8,347.54375,466.67396351927084,0,ACTIVO
ES182251417Y,88,88,31.446136363636366,154.0674836574315,31,MODERADO
ES182339795A,7,7,0.0,0.0,31,MODERADO
ES182207478W,14,14,192.85714285714286,721.6053531635458,0,ACTIVO
ES182428547C,93,93,33.516989247311834,108.46460059457735,0,ACTIVO
ES182271083D,93,93,49.359569892473125,241.97372408515574,62,MODERADO
ES182287185Z,95,95,19.894736842105264,193.90990854409412,0,ACTIVO
ES182215304T,70,70,49.89957142857143,170.85116110386346,31,MODERADO
ES182282897R,96,96,28.181250000000002,184.4726311536127,0,ACTIVO
ES182166016K,18,18,193.70388888888888,361.0092082765446,31,MODERADO
ES182128187J,89,89,23.304606741573036,134.70407524928132,62,MODERADO
ES182388762C,96,96,12.262500000000001,77.54211249718642,0,ACTIVO
ES182221077A,21,21,0.0,0.0,93,POCO_ACTIVO
ES182208535A,6,6,0.0,0.0,31,MODERADO
ES182445304D,15,15,630.5266666666666,412.04151584634326,0,ACTIVO
ES182251841M,16,16,0.0,0.0,0,ACTIVO
ES182375789H,74,74,0.0,0.0,31,MODERADO
ES182386218S,32,32,110.025,417.36536094425594,31,MODERADO
ES182327848L,92,92,22.34304347826087,191.809996392029,31,MODERADO
ES182329712B,18,18,288.72777777777776,1098.6868508175917,0,ACTIVO
ES182260065V,84,84,73.97226190476191,271.9823874584405,0,ACTIVO
ES182311538L,42,42,88.94166666666668,423.13953850177603,0,ACTIVO
ES182197946J,78,78,145.16230769230768,399.4255874033704,0,ACTIVO
ES182254924T,87,87,24.82758620689655,162.79436357425803,0,ACTIVO
ES182145772V,82,82,22.709756097560977,179.55567698686494,0,ACTIVO
ES182446023P,89,89,174.82898876404494,449.2509231463297,0,ACTIVO
ES182192267R,96,96,11.299895833333332,110.22297640400325,0,ACTIVO
ES182180665S,28,28,0.0,0.0,0,ACTIVO
ES182322592Y,26,26,0.0,0.0,0,ACTIVO
ES182351404S,95,95,8.41263157894737,40.97945318603766,31,MODERADO
ES182141521N,21,21,436.9571428571428,1330.0209454145559,31,MODERADO
ES182438703A,36,36,129.0,701.7362141757501,0,ACTIVO
ES182306702N,73,73,67.31506849315069,326.2162727016273,0,ACTIVO
ES182376567F,29,29,180.6206896551724,504.56179104765914,0,ACTIVO
ES182118414D,9,9,0.0,0.0,0,ACTIVO
ES182366241V,23,23,0.0,0.0,0,ACTIVO
ES182311344T,94,94,65.60904255319149,264.1254462384992,62,MODERADO
ES182251706B,96,96,7.859166666666667,60.98704552118842,0,ACTIVO
ES182214369L,6,6,198.23000000000002,309.2112053597023,0,ACTIVO
ES182104882Y,11,11,0.0,0.0,0,ACTIVO
ES182395359F,11,11,0.0,0.0,0,ACTIVO
ES182148959U,7,7,253.76857142857145,671.4085305641311,0,ACTIVO
ES182349400C,91,91,43.61538461538461,153.14653616213963,62,MODERADO
ES182111941X,96,96,52.481249999999996,175.68150027670438,0,ACTIVO
ES182107099O,29,29,213.88068965517243,514.9953827874232,0,ACTIVO
ES182321024V,23,23,0.0,0.0,0,ACTIVO
ES182280754L,12,12,0.0,0.0,31,MODERADO
ES182169163G,14,14,1126.1985714285715,667.1074138150714,0,ACTIVO
ES182122936D,27,27,0.0,0.0,0,ACTIVO
ES182299540Y,92,92,14.204347826086956,88.31011778933147,0,ACTIVO
ES182124934K,94,94,7.065957446808511,44.40280324675699,62,MODERADO
ES182430789N,51,51,34.68705882352941,221.3579178371004,31,MODERADO
ES182191743M,18,18,0.0,0.0,0,ACTIVO
ES182262129I,11,11,579.5127272727273,939.948505260697,0,ACTIVO
ES182301776Q,3,3,0.0,0.0,0,ACTIVO
ES182361286G,44,44,0.0,0.0,0,ACTIVO
ES182248681V,11,11,0.0,0.0,31,MODERADO
ES182262570F,13,13,493.43461538461537,777.8504568640361,0,ACTIVO
ES182190938G,95,95,0.0,0.0,31,MODERADO
ES182281300E,74,74,29.02418918918919,192.85503393763673,0,ACTIVO
ES182342720L,11,11,484.9654545454545,555.1024806351281,0,ACTIVO
ES182123485W,35,35,128.542,336.44088428202446,0,ACTIVO
ES182446703I,19,19,113.6842105263158,495.5379851604134,0,ACTIVO
ES182158310R,7,7,462.85714285714283,1224.6048925498962,0,ACTIVO
ES182268300W,7,7,308.57142857142856,816.4032616999308,0,ACTIVO
ES182153014Y,15,15,100.00466666666665,290.9251466041853,0,ACTIVO
ES182194983F,6,6,0.0,0.0,31,MODERADO
ES182413226H,10,10,109.58,175.6419064776715,0,ACTIVO
ES182387844H,4,4,0.0,0.0,0,ACTIVO
ES182361280X,23,23,0.0,0.0,0,ACTIVO
ES182337491E,15,15,305.29266666666666,428.31766001193,0,ACTIVO
ES182400445J,73,73,30.106849315068494,116.99971548964353,31,MODERADO
ES182186402U,12,12,154.3841666666667,160.43752040525894,0,ACTIVO
ES182315237O,27,27,60.31777777777778,198.53516875690647,31,MODERADO
ES182309911T,31,31,0.0,0.0,31,MODERADO
ES182428023P,26,26,0.0,0.0,62,MODERADO
ES182217678C,41,41,171.01878048780483,439.92191471439065,0,ACTIVO
ES182425276S,90,90,15.6,82.25211994809044,0,ACTIVO
ES182371800X,19,19,577.6378947368421,464.05180903978754,0,ACTIVO
ES182189402H,8,8,0.0,0.0,31,MODERADO
ES182157228A,18,18,67.9511111111111,157.81450305711257,0,ACTIVO
ES182106668K,11,11,0.0,0.0,0,ACTIVO
ES182267485Q,42,42,0.0,0.0,0,ACTIVO
ES182175604D,30,30,141.84,496.3037401458492,0,ACTIVO
ES182128810N,11,11,356.04454545454547,633.9660689084809,0,ACTIVO
ES182152207S,26,26,157.84615384615384,346.9215118504694,31,MODERADO
ES182349795B,20,20,308.707,1188.9520960785062,31,MODERADO
ES182259055J,34,34,476.47058823529414,1218.5109699782022,0,ACTIVO
ES182187997U,13,13,236.88846153846154,235.70741845368923,0,ACTIVO
ES182440646J,47,47,0.0,0.0,0,ACTIVO
ES182140866B,79,79,6.8354430379746836,60.75474665000529,0,ACTIVO
ES182168151R,15,15,0.0,0.0,0,ACTIVO
ES182415601R,91,91,29.61098901098901,226.80337517111818,31,MODERADO
ES182192273N,12,12,428.79749999999996,699.6272003278864,31,MODERADO
ES182444642N,18,18,517.895,764.0365158985993,31,MODERADO
ES182121508D,10,10,661.772,1384.569792573371,0,ACTIVO
ES182372275Z,16,16,0.0,0.0,31,MODERADO
ES182315132J,11,11,0.0,0.0,0,ACTIVO
ES182196396C,9,9,0.0,0.0,0,ACTIVO
ES182185564W,18,18,60.0,254.55844122715712,31,MODERADO
ES182259449F,10,10,164.751,318.41786666266074,0,ACTIVO
ES182231101A,6,6,186.49833333333333,171.21217473260091,0,ACTIVO
ES182222308T,23,23,0.0,0.0,0,ACTIVO
ES182263502M,70,70,136.25457142857144,211.38200476440625,0,ACTIVO
ES182113137P,7,7,262.19,170.98703479114042,31,MODERADO
ES182315388Z,22,22,416.8918181818181,542.8687106617809,0,ACTIVO
ES182331251H,5,5,454.68,953.8790866771324,31,MODERADO
ES182264103T,2,2,332.87,324.51958615775413,31,MODERADO
ES182161418B,25,25,108.0,381.8376618407357,0,ACTIVO
ES182296138V,28,28,0.0,0.0,0,ACTIVO
ES182272344J,11,11,192.04363636363635,311.6251314407337,0,ACTIVO
ES182437153Y,21,21,193.8961904761905,705.7798894164964,31,MODERADO
ES182107205X,8,8,512.06625,888.1752586533407,0,ACTIVO
ES182120302A,7,7,149.63285714285712,77.60579310727726,31,MODERADO
ES182263338S,11,11,262.35727272727274,231.16339100692,0,ACTIVO
ES182205698P,25,25,0.0,0.0,31,MODERADO
ES182415911F,15,15,579.6,418.01654102610405,31,MODERADO
ES182392320Q,81,81,20.8,179.9831242089102,31,MODERADO
ES182227426E,10,10,168.01200000000003,262.9898596186215,0,ACTIVO
ES182339553M,19,19,304.9131578947368,1234.4219957357132,31,MODERADO
ES182310516W,32,32,218.53125,351.5261642512913,0,ACTIVO
ES182401775V,9,9,197.35000000000002,260.11681332624386,0,ACTIVO
ES182382833H,9,9,0.0,0.0,31,MODERADO
ES182282831U,14,14,839.4828571428571,963.7003221272327,31,MODERADO
ES182227059K,8,8,0.0,0.0,31,MODERADO
ES182377978J,35,35,199.95428571428573,682.1353739815688,31,MODERADO
ES182438236X,7,7,310.6014285714286,373.7448277202228,0,ACTIVO
ES182218028O,15,15,411.0006666666667,942.5118976245391,0,ACTIVO
ES182205892Q,31,31,310.2387096774194,881.2736456127648,31,MODERADO
ES182250967Q,8,8,117.5175,214.51202009278109,0,ACTIVO
ES182161077M,2,2,270.0,381.8376618407357,0,ACTIVO
ES182178647S,12,12,311.26166666666666,511.6440089258321,0,ACTIVO
ES182274991L,6,6,953.0316666666666,544.2096722557094,0,ACTIVO
ES182214074F,20,20,0.0,0.0,62,MODERADO
ES182382212D,15,15,244.04,830.8711235805466,31,MODERADO
ES182200938W,31,31,0.29612903225806453,1.628481250366641,0,ACTIVO
ES182120864X,8,8,0.0,0.0,0,ACTIVO
ES182179707X,33,33,226.09,592.9664497992277,31,MODERADO
ES182452058H,9,9,63.96888888888889,172.74023152152805,0,ACTIVO
ES182290934R,16,16,196.82625000000002,259.22524274910677,0,ACTIVO
ES182377182A,10,10,0.0,0.0,31,MODERADO
ES182269003W,7,7,0.0,0.0,0,ACTIVO
ES182220979A,5,5,0.0,0.0,0,ACTIVO
ES182143600F,11,11,269.85818181818183,638.9177638916949,0,ACTIVO
ES182413213J,3,3,0.0,0.0,0,ACTIVO
ES182406640T,20,20,0.0,0.0,0,ACTIVO
ES182352485C,11,11,304.31636363636363,693.8862216570196,31,MODERADO
ES182317509U,11,11,41.23727272727273,100.68512165070956,31,MODERADO
ES182279126R,4,4,0.0,0.0,0,ACTIVO
ES182350004I,10,10,182.93,506.76172652112024,0,ACTIVO
ES182230506U,15,15,182.04533333333336,364.80519662390986,0,ACTIVO
ES182186752H,11,11,45.63272727272727,80.0321797892459,31,MODERADO
ES182157661K,9,9,125.33999999999999,248.9709483554256,0,ACTIVO
ES182418369E,16,16,168.75,675.0,0,ACTIVO
ES182444663K,11,11,548.0263636363637,670.1105862956164,0,ACTIVO
ES182152834U,87,87,53.49103448275862,214.10500529127728,0,ACTIVO
ES182147435J,21,21,0.0,0.0,0,ACTIVO
ES182299141D,21,21,0.0,0.0,0,ACTIVO
ES182418381O,44,44,147.06545454545454,197.39465928373565,31,MODERADO
ES182152179X,93,93,50.95161290322581,184.5750499018849,0,ACTIVO
ES182292512M,82,82,0.0,0.0,31,MODERADO
ES182202992C,96,96,21.853125000000002,87.13059883467733,0,ACTIVO
ES182415387X,19,19,0.0,0.0,0,ACTIVO
ES182309616S,95,95,38.93684210526316,201.6543709676216,31,MODERADO
ES182313247S,95,95,4.880421052631579,29.85843392438012,31,MODERADO
ES182149885Z,85,85,37.60941176470588,208.61833664986074,31,MODERADO
ES182248562W,79,79,20.50481012658228,112.48170281816391,0,ACTIVO
ES182397301F,18,18,132.24277777777777,195.44823234586744,0,ACTIVO
ES182366151D,44,44,64.45022727272728,413.90697751406765,0,ACTIVO
ES182446311W,82,82,35.5609756097561,156.51135702577236,0,ACTIVO
ES182166540G,96,96,17.957812500000003,68.69481886849255,0,ACTIVO
ES182353880C,95,95,0.0,0.0,31,MODERADO
ES182137185Q,88,88,11.965909090909092,72.2932166200882,0,ACTIVO
