CLIENT_ID,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,NON_COMPLIANT_CONTRACT,INSTALLMENT,TOTAL_INCOME,SCORE_PROMEDIO,RATIO_DEUDA_INGRESO,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD,TASA_RETENCION,PROBABILIDAD_ABANDONO,NIVEL_RIESGO
ES182302040R,0.3148219967520706,0.5822728070859703,0.3409064264152384,false,273.73,2970.0,0.4126670767510931,9.216498316498317,0,ACTIVO,0.0,0.6,MEDIO_RIESGO
ES182418985Z,,0.381450237576431,0.1473459180275725,false,393.12,2430.0,0.0,16.177777777777777,0,ACTIVO,91.66666666666666,0.2,BAJO_RIESGO
ES182308686N,0.6302048459417928,0.6043349882508656,0.622922000268356,false,383.94,1350.0,0.6191539448203381,28.439999999999998,0,ACTIVO,90.2439024390244,0.2,BAJO_RIESGO
ES182278306U,0.1481319683088938,0.1313982644367021,0.4668640059537032,true,285.71,1890.0,0.24879807956643304,15.116931216931215,0,ACTIVO,90.0,0.2,RIESGO_CONTRATO
ES182425571T,,0.1733889308591644,0.6006575372857061,false,623.21,4158.0,0.0,14.98821548821549,31,MODERADO,75.0,0.4,MEDIO_RIESGO
ES182199868B,0.6713050515717203,0.487545405326371,0.6626377922738201,false,387.99,4590.0,0.6071627497239706,8.452941176470588,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182328740K,,0.7346741385753099,0.7421816117614419,false,114.32,1080.0,0.0,10.585185185185185,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182120360L,,0.7283523753674924,0.0926171713748545,false,180.41,918.0,0.0,19.652505446623092,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182155315G,0.5397188560922013,0.1600375347867156,0.7352209993926424,false,208.44,1620.0,0.4783257967571864,12.866666666666665,31,MODERADO,89.1891891891892,0.4,MEDIO_RIESGO
ES182373690I,0.1382807037764774,0.6559352965627934,0.6894791426446275,false,283.07,2700.0,0.49456504766129944,10.484074074074073,62,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182258454X,,0.5534868296995811,0.6545292802242897,false,183.76,1350.0,0.0,13.61185185185185,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182166729R,0.5417713677875801,0.6081456208634529,0.5531646987710016,false,285.28,1080.0,0.5676938958073449,26.414814814814815,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182118340N,,0.7165498811749781,0.6313545365850379,false,380.21,1620.0,0.0,23.46975308641975,31,MODERADO,75.0,0.4,MEDIO_RIESGO
ES182226189S,,0.5586689831256462,0.4170996682522097,false,226.91,1620.0,0.0,14.006790123456788,93,POCO_ACTIVO,80.0,0.7,ALTO_RIESGO
ES182452838C,0.1267242933907833,0.6837498216081966,0.5531646987710016,false,151.69,2160.0,0.45454627125666053,7.022685185185185,93,POCO_ACTIVO,90.47619047619048,0.7,ALTO_RIESGO
ES182311558X,,0.2031296464489029,0.5673792367572691,false,501.17,1620.0,0.0,30.93641975308642,31,MODERADO,80.0,0.4,MEDIO_RIESGO
ES182440952M,0.1111820359052346,0.2608561315184187,0.4866531565147181,false,261.09,1350.0,0.28623044131279046,19.34,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182276568T,,0.7242270166090273,0.6690566947824041,false,524.72,1350.0,0.0,38.86814814814815,31,MODERADO,89.1891891891892,0.4,MEDIO_RIESGO
ES182382689A,,0.1866839609314537,0.7121551551910698,false,396.31,2160.0,0.0,18.347685185185185,31,MODERADO,90.47619047619048,0.4,MEDIO_RIESGO
ES182221117Q,,0.4634662428230205,,false,117.18,2700.0,0.0,4.34,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182170935J,0.5483098444089812,0.5529895774555709,0.6594055320683344,false,306.07,1080.0,0.5869016513109622,28.33981481481481,0,ACTIVO,89.1891891891892,0.2,BAJO_RIESGO
ES182116869B,0.5257449977901321,0.6588755642001412,,false,379.67,2700.0,0.0,14.061851851851854,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182292755Z,,0.238591414755638,0.6894791426446275,false,188.35,3780.0,0.0,4.982804232804233,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182399990I,,0.75130580632697,0.7421816117614419,false,137.16,1620.0,0.0,8.466666666666667,0,ACTIVO,75.0,0.2,BAJO_RIESGO
ES182416950Q,0.781525838069243,0.6138938309453431,,false,420.34,1620.0,0.0,25.94691358024691,0,ACTIVO,90.2439024390244,0.2,BAJO_RIESGO
ES182202589V,,0.7671861987112253,0.6722428897082422,false,203.42,1620.0,0.0,12.556790123456791,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182258744D,0.8322107798112579,0.6760641231816018,0.7826078370261895,false,212.33,1350.0,0.7636275800063498,15.728148148148149,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182185225M,,0.3861460240587921,0.511891801533151,true,599.29,3510.0,0.0,17.073789173789173,0,ACTIVO,91.66666666666666,0.2,RIESGO_CONTRATO
ES182217718V,0.4924235182531394,0.6874687717899649,0.4974688893052743,false,122.58,1080.0,0.5591203931161263,11.35,0,ACTIVO,89.6103896103896,0.2,BAJO_RIESGO
ES182415439R,0.4298324285543239,0.7682079520692326,0.6817058776720116,false,431.24,2430.0,0.6265820860985226,17.74650205761317,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182171024Z,,0.4964593943707224,0.5460231970049609,false,204.17,1620.0,0.0,12.603086419753085,0,ACTIVO,86.66666666666667,0.2,BAJO_RIESGO
ES182391850A,0.713929748010482,0.5930607446551818,0.8128226070575616,false,253.31,1620.0,0.7066043665744085,15.63641975308642,62,MODERADO,86.66666666666667,0.4,MEDIO_RIESGO
ES182307088T,,0.3230155764366901,,false,466.56,2160.0,0.0,21.6,0,ACTIVO,88.46153846153845,0.2,BAJO_RIESGO
ES182423099E,0.3458591712479219,0.5682859253828731,0.6347055309763198,false,285.77,2700.0,0.516283542535705,10.584074074074074,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182388891O,,0.7636209328114723,0.7922644738669378,false,195.53,1080.0,0.0,18.104629629629628,0,ACTIVO,89.6103896103896,0.2,BAJO_RIESGO
ES182140508B,0.1641607314464522,0.6913970822666173,0.1285043773724039,false,339.17,2160.0,0.3280207303618245,15.702314814814816,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182207068F,,0.6827512508922978,,false,499.55,2970.0,0.0,16.819865319865322,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182222327V,,0.0535987732066631,0.3425288720742255,true,292.09,1728.0,0.0,16.90335648148148,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182409356N,0.8408955793941778,0.5769018553256324,0.3506958432829587,false,598.48,5940.0,0.5894977593342563,10.075420875420876,62,MODERADO,89.74358974358975,0.4,MEDIO_RIESGO
ES182398798J,,0.4588528898367978,,false,402.19,1890.0,0.0,21.27989417989418,0,ACTIVO,89.41176470588236,0.2,BAJO_RIESGO
ES182182852T,0.9065197806318284,0.6174227367234892,0.6380435278721609,false,368.28,2106.0,0.7206620150758262,17.487179487179485,62,MODERADO,89.28571428571429,0.4,MEDIO_RIESGO
ES182108622W,,0.4394161956137474,0.1198779608955348,true,163.35,1620.0,0.0,10.083333333333332,0,ACTIVO,90.9090909090909,0.2,RIESGO_CONTRATO
ES182116407U,0.747473956965963,0.0811589414495095,,false,465.37,2430.0,0.0,19.151028806584364,0,ACTIVO,90.47619047619048,0.2,BAJO_RIESGO
ES182454746Q,0.4418533918105612,0.5394128014624904,0.5262949398096192,false,426.22,11394.0,0.5025203776942235,3.740740740740741,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182445765I,0.269299065052584,0.6305410722542287,0.4596904504249018,false,125.98,1026.0,0.45317686257723816,12.278752436647174,0,ACTIVO,0.0,0.6,MEDIO_RIESGO
ES182314475Q,0.7779460639336101,0.6228367054467593,0.6006575372857061,false,262.87,2160.0,0.6671467688886917,12.169907407407408,31,MODERADO,88.88888888888889,0.4,MEDIO_RIESGO
ES182285392N,0.2935081315578954,0.5657841498235767,0.4956658291397297,false,271.19,2970.0,0.45165270350706727,9.130976430976432,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182156054G,,0.1221683544422858,0.7981372313187245,true,205.15,1350.0,0.0,15.196296296296296,0,ACTIVO,88.23529411764706,0.2,RIESGO_CONTRATO
ES182108197J,0.7328152255720368,0.6644756899666373,0.8193176922872417,false,328.54,2214.0,0.7388695359419719,14.839205058717257,31,MODERADO,90.2439024390244,0.4,MEDIO_RIESGO
ES182197260Y,0.6843948502721514,0.6389617700757679,0.7352209993926424,false,801.09,2700.0,0.6861925399135206,29.67,0,ACTIVO,50.0,0.2,BAJO_RIESGO
ES182128301E,0.2764192703996252,0.0478233212615228,,false,402.52,918.0,0.0,43.847494553376904,0,ACTIVO,84.61538461538461,0.2,RIESGO_FINANCIERO
ES182227631F,,0.6187184095857123,0.5064842396679806,false,423.31,3294.0,0.0,12.850941105039466,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182247776L,0.3440036637140772,0.6016285093253819,0.6658549219640212,false,303.75,1350.0,0.5371623650011601,22.5,31,MODERADO,89.8876404494382,0.4,MEDIO_RIESGO
ES182312376W,0.3993974463628077,0.6132560982346944,0.3622772470384314,false,261.36,4860.0,0.4583102638786445,5.377777777777778,31,MODERADO,91.17647058823529,0.4,MEDIO_RIESGO
ES182117939Z,0.6523959941310746,0.6943194923966367,0.5919766183185521,false,317.36,1620.0,0.6462307016154211,19.590123456790124,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182126217B,0.3409879328704027,0.2611851365060636,0.7309873696832169,false,370.06,1080.0,0.4443868130198944,34.26481481481481,0,ACTIVO,75.0,0.2,BAJO_RIESGO
ES182149350G,0.2668258865256304,0.2031261068102069,0.4740512892789932,false,719.39,3780.0,0.31466776087161014,19.031481481481478,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182272091Z,0.3383371654916916,0.5194050781484658,0.4992720153045617,false,263.2,1350.0,0.4523380863149064,19.496296296296293,0,ACTIVO,89.77272727272727,0.2,BAJO_RIESGO
ES182305051F,0.5238359504014233,0.6089686732340972,0.4848514754962666,false,389.66,2430.0,0.5392186997105957,16.03539094650206,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182348068B,,0.5837188300113513,0.6263042766749393,false,150.07,1350.0,0.0,11.116296296296296,0,ACTIVO,75.0,0.2,BAJO_RIESGO
ES182424721J,,0.3636943475775395,0.1674084472266241,false,326.32,2700.0,0.0,12.085925925925926,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182384074A,,0.4694962666477453,0.4188542886233217,false,319.68,1458.0,0.0,21.925925925925927,0,ACTIVO,90.36144578313254,0.2,BAJO_RIESGO
ES182346535T,0.1365404317379049,0.4113675977807617,0.7238369900414456,false,262.87,2700.0,0.42391500652003744,9.735925925925926,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182214414U,,0.5952911979041314,0.6738300778602003,false,231.61,1890.0,0.0,12.254497354497355,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182429291V,0.7124597615868552,0.2950871729807057,0.5744466170995097,false,620.68,2970.0,0.5273311838890236,20.898316498316497,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182225973C,0.9234387430527614,0.5205185467987237,0.2622489709189549,false,505.66,3780.0,0.5687354202568133,13.37724867724868,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182143474I,,0.6865847982943517,0.1253078784282391,false,698.44,5778.0,0.0,12.087919695396332,62,MODERADO,89.36170212765957,0.4,MEDIO_RIESGO
ES182257283L,,0.4051339700295289,0.2431864804420123,false,464.24,2160.0,0.0,21.492592592592594,62,MODERADO,89.36170212765957,0.4,MEDIO_RIESGO
ES182103504P,,0.0776679590685284,,false,453.6,675.0,0.0,67.2,31,MODERADO,90.12345679012346,0.4,MEDIO_RIESGO
ES182421597R,,0.5069389285240896,0.2020866016820394,true,238.09,1620.0,0.0,14.696913580246914,0,ACTIVO,90.0,0.2,RIESGO_CONTRATO
ES182215353H,,0.6349112703844276,0.2650494299443805,false,123.5,1890.0,0.0,6.534391534391534,0,ACTIVO,80.0,0.2,BAJO_RIESGO
ES182259151M,,0.6782345319898124,0.6413682574954046,false,479.2,1620.0,0.0,29.580246913580243,31,MODERADO,88.33333333333333,0.4,MEDIO_RIESGO
ES182287019W,,0.5810116981053661,,false,613.82,1620.0,0.0,37.89012345679013,31,MODERADO,90.42553191489363,0.4,MEDIO_RIESGO
ES182184903D,,0.2485826218634875,0.2608559142068693,false,214.92,1350.0,0.0,15.919999999999998,31,MODERADO,75.0,0.4,MEDIO_RIESGO
ES182171319I,,0.7341537752681266,,false,410.99,1350.0,0.0,30.443703703703704,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182344038Z,,0.6739822203151171,0.2471909382666521,false,329.35,2970.0,0.0,11.08922558922559,0,ACTIVO,89.77272727272727,0.2,BAJO_RIESGO
ES182286521V,,0.6589738558931929,0.5226973172821112,false,315.14,540.0,0.0,58.359259259259254,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182386616B,0.2870199881077927,0.5991521630982205,0.7295666907060153,false,251.96,1512.0,0.5385796139706761,16.664021164021165,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182108696F,,0.3197106285761425,0.6263042766749393,false,545.89,1620.0,0.0,33.696913580246914,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182384571M,0.6221872986082024,0.636278775432291,,false,199.85,3024.0,0.0,6.608796296296296,0,ACTIVO,91.42857142857143,0.2,BAJO_RIESGO
ES182215236N,0.7049581842309474,0.7182567138731679,0.7610263695502636,false,303.59,2808.0,0.7280804225514595,10.811609686609685,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182187286G,,0.7079046534883128,,false,396.31,2268.0,0.0,17.473985890652557,0,ACTIVO,89.28571428571429,0.2,BAJO_RIESGO
ES182150388N,,0.5995459923728483,0.3979463219016906,false,304.18,2160.0,0.0,14.082407407407407,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182289518F,,0.3887513370089284,0.248535557339522,false,131.44,2700.0,0.0,4.868148148148148,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182138155U,,0.5543513607759295,0.3689687382528466,false,365.26,2538.0,0.0,14.39164696611505,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182387915I,,0.4502813097097222,0.2866524828090694,false,395.71,918.0,0.0,43.105664488017425,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182170079E,,0.5828630843729102,0.7295666907060153,true,340.85,1620.0,0.0,21.040123456790123,31,MODERADO,86.66666666666667,0.4,MEDIO_RIESGO
ES182437251K,0.2887161101620443,0.5501012894344819,0.5172965813614878,false,161.24,1350.0,0.45203799365267133,11.943703703703704,62,MODERADO,90.47619047619048,0.4,MEDIO_RIESGO
ES182248939P,,0.7380997853159779,,false,195.75,6318.0,0.0,3.0982905982905984,31,MODERADO,66.66666666666666,0.4,MEDIO_RIESGO
ES182193756J,,0.5254555895460647,0.5867400085415683,false,77.71,1080.0,0.0,7.19537037037037,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182203794A,0.630655876274584,0.2522934501048398,,false,601.24,2052.0,0.0,29.30019493177388,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182375680O,0.7909348910156928,0.627990331598353,0.5902333386185574,false,57.94,810.0,0.6697195204108678,7.153086419753087,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182145351W,,0.0018903102951913,0.2250868621163805,true,391.18,3780.0,0.0,10.348677248677248,0,ACTIVO,88.88888888888889,0.2,RIESGO_CONTRATO
ES182205560U,,0.5288241639244367,0.6986675550534175,false,269.95,1296.0,0.0,20.829475308641975,0,ACTIVO,90.2439024390244,0.2,BAJO_RIESGO
ES182372035Q,0.4251249350810133,0.5331481807290139,0.5585066276769286,false,45.95,1350.0,0.5055932478289853,3.403703703703704,0,ACTIVO,86.66666666666667,0.2,BAJO_RIESGO
ES182316916H,0.2703073736902185,0.778761758467225,0.6594055320683344,false,178.25,1458.0,0.5694915547419259,12.22565157750343,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182253703M,0.7965238245297614,0.6156649799483481,0.511891801533151,false,431.24,1512.0,0.6413602020037534,28.52116402116402,31,MODERADO,66.66666666666666,0.4,MEDIO_RIESGO
ES182217023J,0.7324793259546764,0.3121681080651254,0.3996756156233169,false,1327.21,2430.0,0.48144101654770627,54.617695473251025,62,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182275983X,0.5272346810489775,0.7013327439948316,0.4014074137749511,false,271.3,1890.0,0.54332494627292,14.354497354497356,31,MODERADO,84.61538461538461,0.4,MEDIO_RIESGO
ES182198259D,,0.6564286448848661,0.3672910183026313,false,504.85,5400.0,0.0,9.349074074074075,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182139929G,,0.5763733478169304,0.6658549219640212,false,435.94,3510.0,0.0,12.41994301994302,93,POCO_ACTIVO,89.1891891891892,0.7,ALTO_RIESGO
ES182280520S,0.7370906601329154,0.7083701687197868,0.6446794549585961,false,125.55,1890.0,0.6967134279370994,6.642857142857142,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182143363O,,0.2399566823972108,0.3842068130556564,false,144.29,1620.0,0.0,8.90679012345679,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182232857Y,0.6091617686181181,0.6409167676020799,0.622922000268356,false,194.51,1188.0,0.6243335121628514,16.372895622895623,0,ACTIVO,80.0,0.2,BAJO_RIESGO
ES182403882S,,0.4615146751834166,,false,332.21,2160.0,0.0,15.380092592592593,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182406931G,,0.6767294420201225,0.3376727217405312,false,428.33,2700.0,0.0,15.864074074074072,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182450851N,0.4875019342602138,0.4130100625546403,0.7610263695502636,false,67.23,2160.0,0.5538461221217058,3.1125000000000003,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182104126A,0.5577270312053421,0.2858978721410488,0.7544061731797895,false,340.09,2430.0,0.5326770255087268,13.995473251028805,31,MODERADO,90.32258064516128,0.4,MEDIO_RIESGO
ES182351868L,,0.7876277283125169,0.5656079814115492,false,571.21,1782.0,0.0,32.054433221099885,31,MODERADO,80.0,0.4,MEDIO_RIESGO
ES182336052T,,0.6109144346562616,0.7700870700124128,false,189.43,810.0,0.0,23.38641975308642,0,ACTIVO,0.0,0.6,MEDIO_RIESGO
ES182340034W,,0.0081490118823323,0.6848276586890367,false,345.92,1620.0,0.0,21.353086419753087,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182199506F,,0.3599225518824243,,false,161.03,1458.0,0.0,11.044581618655693,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182339925Q,0.5727339886454527,0.3360983255328869,0.4418358231994413,false,231.01,1350.0,0.4502227124592603,17.11185185185185,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182439924A,0.4758235245474429,0.6275457690834277,,false,394.52,1890.0,0.0,20.874074074074073,0,ACTIVO,84.61538461538461,0.2,BAJO_RIESGO
ES182380197U,,0.6282099780113244,0.6127042441012546,false,410.62,1134.0,0.0,36.20987654320988,0,ACTIVO,90.69767441860465,0.2,BAJO_RIESGO
ES182293631N,,0.6701556123557396,0.6690566947824041,false,341.5,2700.0,0.0,12.648148148148147,62,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182415642C,,0.1634739107144257,0.3807996826489149,false,282.8,1350.0,0.0,20.94814814814815,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182148659L,,0.0887619377448496,0.5937175866150576,false,265.25,1242.0,0.0,21.35668276972625,0,ACTIVO,89.65517241379311,0.2,BAJO_RIESGO
ES182177541X,0.5315004211825118,0.6173090918753992,0.7981372313187245,false,476.6,2700.0,0.6489822481255452,17.651851851851852,62,MODERADO,88.88888888888889,0.4,MEDIO_RIESGO
ES182125658C,0.8564632398385952,0.7032438609239934,0.2735646775174348,false,750.82,4374.0,0.6110905927600078,17.1655235482396,62,MODERADO,90.10989010989012,0.4,MEDIO_RIESGO
ES182149910D,,0.6762221411438706,,false,371.79,2430.0,0.0,15.299999999999999,31,MODERADO,89.04109589041096,0.4,MEDIO_RIESGO
ES182348004F,0.2975586455570243,0.5367278183915892,,false,223.72,1296.0,0.0,17.262345679012345,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182351603Q,,0.5519244537009554,0.6058362647264226,false,283.72,1350.0,0.0,21.0162962962963,31,MODERADO,80.0,0.4,MEDIO_RIESGO
ES182218229H,,0.3690040715788062,0.7121551551910698,false,53.41,1080.0,0.0,4.94537037037037,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182443472R,,0.7098136408663718,,false,308.12,1350.0,0.0,22.823703703703703,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182107067C,0.5141687621814489,0.719710319715489,0.1575949986663102,false,382.91,3510.0,0.46382469352108274,10.90911680911681,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182224512G,,0.4576477013761609,0.7738956942145427,false,77.27,1620.0,0.0,4.769753086419753,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182365004W,0.6576412419636812,0.5766936763378981,0.4507472818545589,false,363.37,1890.0,0.5616940667187128,19.225925925925928,0,ACTIVO,89.65517241379311,0.2,BAJO_RIESGO
ES182171593O,,0.416991717522772,0.5602843280409464,false,125.55,1620.0,0.0,7.75,31,MODERADO,89.28571428571429,0.4,MEDIO_RIESGO
ES182427776I,,0.3422788539940729,,false,130.84,918.0,0.0,14.252723311546841,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182241861F,0.4201682263981888,0.7475319716883749,,false,651.4,2970.0,0.0,21.93265993265993,31,MODERADO,89.53488372093024,0.4,MEDIO_RIESGO
ES182212221J,0.2643723607827728,0.6865706813213983,0.6863823354047934,true,573.53,1620.0,0.5457751258363216,35.40308641975308,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182105609J,,0.1331577327007008,,false,326.32,2700.0,0.0,12.085925925925926,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182279886Y,,0.2100649766050377,0.4436153084085652,false,161.03,2970.0,0.0,5.421885521885522,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182346043J,0.4138802943154334,0.5027243705785317,,false,350.46,3240.0,0.0,10.816666666666666,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182144172F,,0.6136761123757194,0.5602843280409464,false,183.22,3240.0,0.0,5.654938271604938,0,ACTIVO,89.6103896103896,0.2,BAJO_RIESGO
ES182233908V,,0.7837246159517245,0.8027454758994178,false,162.0,3510.0,0.0,4.615384615384616,0,ACTIVO,88.23529411764706,0.2,BAJO_RIESGO
ES182115752I,,0.7015891885071601,0.2721336844147212,false,144.99,1890.0,0.0,7.671428571428572,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182157190P,0.1326192268331145,0.5876614069246879,0.3201633668633456,true,212.33,1080.0,0.34681466687371604,19.660185185185185,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182313802S,0.8673192960069571,0.7055114863362164,0.41534714488434,false,184.46,3240.0,0.6627259757425045,5.69320987654321,0,ACTIVO,91.66666666666666,0.2,BAJO_RIESGO
ES182413153T,0.4872457518958041,0.2622583692422573,0.5744466170995097,false,135.0,1890.0,0.441316912745857,7.142857142857142,31,MODERADO,90.42553191489363,0.4,MEDIO_RIESGO
ES182246647C,,0.7241833400411535,0.7922644738669378,false,550.58,2700.0,0.0,20.391851851851854,0,ACTIVO,90.32258064516128,0.2,BAJO_RIESGO
ES182355018X,0.6220023471758899,0.5913866989491036,5.272652387098E-4,true,304.67,1512.0,0.40463877045456775,20.150132275132275,0,ACTIVO,89.65517241379311,0.2,RIESGO_CONTRATO
ES182197778K,,0.5450252074570188,0.0780157665225257,true,235.93,1620.0,0.0,14.56358024691358,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182215494A,0.4591340950223259,0.6884405079996159,0.1986200451074864,false,170.48,1620.0,0.4487315493764761,10.523456790123456,31,MODERADO,88.23529411764706,0.4,MEDIO_RIESGO
ES182400563O,0.8418099864073298,0.5449221768128877,0.7309873696832169,false,358.34,1620.0,0.7059065109678114,22.119753086419752,62,MODERADO,88.0,0.4,MEDIO_RIESGO
ES182176120U,0.3406681993419177,0.2575934077239959,0.4188542886233217,false,306.94,972.0,0.3390386318964118,31.578189300411523,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182213545D,,0.5222374691220821,0.7503751495159068,false,571.75,2160.0,0.0,26.469907407407405,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182294581P,,0.6873466011654853,0.5082869913916046,false,274.91,3510.0,0.0,7.832193732193733,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182230442E,0.1744976355464529,0.0307559026772479,0.6092756673894402,true,481.63,1890.0,0.2715097352043803,25.483068783068784,0,ACTIVO,89.58333333333334,0.2,RIESGO_CONTRATO
ES182204213R,0.4577822079015888,0.2554497560884439,0.5638350489514956,false,306.34,2430.0,0.42568900431384277,12.606584362139916,0,ACTIVO,90.12345679012346,0.2,BAJO_RIESGO
ES182406495O,,0.5974966866671982,0.4794489811780563,false,553.34,3061.8,0.0,18.072375726696716,62,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182298044N,0.4804487442500414,0.6530276281672284,0.2650494299443805,false,429.79,3240.0,0.46617526745388344,13.265123456790123,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182449353A,0.4995630538971186,0.7100883229577394,,false,375.84,1620.0,0.0,23.2,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182446130E,,0.3019788081790937,0.6058362647264226,false,67.01,1350.0,0.0,4.963703703703704,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182289449N,0.365484899404036,0.6174227367234892,0.22009464485041,false,202.23,2538.0,0.4010007603259784,7.968085106382978,0,ACTIVO,91.17647058823529,0.2,BAJO_RIESGO
ES182326382Z,,0.4167897151173908,0.7352209993926424,false,668.68,1620.0,0.0,41.27654320987654,0,ACTIVO,89.58333333333334,0.2,RIESGO_FINANCIERO
ES182232944R,,0.5321628937350742,0.2498850627504553,false,261.31,1890.0,0.0,13.825925925925924,0,ACTIVO,89.8876404494382,0.2,BAJO_RIESGO
ES182309130E,0.8754079403376336,0.4018549881603705,0.6594055320683344,false,521.15,2700.0,0.6455561535221128,19.30185185185185,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182430519M,0.244089971571286,0.5935092557807181,,false,123.39,1890.0,0.0,6.5285714285714285,0,ACTIVO,89.47368421052632,0.2,BAJO_RIESGO
ES182254666P,,0.61263354541016,,false,436.54,4320.0,0.0,10.105092592592593,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182328123Q,,0.3398510922794372,,false,235.93,1242.0,0.0,18.995974235104672,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182423935D,0.3161888365560918,0.4922668429654798,0.4920600938649263,false,131.17,1620.0,0.43350525779549925,8.096913580246913,0,ACTIVO,86.66666666666667,0.2,BAJO_RIESGO
