CLIENT_ID,TOTAL_TRANSACCIONES,DIAS_CON_ACTIVIDAD,GASTO_PROMEDIO_DIARIO,GASTO_VARIABILIDAD,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD,GASTO_TOTAL,SALDO_PROMEDIO,LIMITE_MAXIMO,GASTO_POR_TRANSACCION,PORCENTAJE_USO_LIMITE,TOTAL_INCOME,AMOUNT_PRODUCT,NUMBER_OF_PRODUCTS,NAME_PRODUCT_TYPE,RENTABILIDAD_ESTIMADA,RANK_VALOR,SEGMENTO_VALOR,CLIENTE_DIGITAL,TASA_RETENCION,OWN_INSURANCE_CAR,SCORE_PROMEDIO,RATIO_DEUDA_INGRESO,NON_COMPLIANT_CONTRACT,CAR_AGE,OPORTUNIDAD_CROSS_SELLING,OPORTUNIDAD_ENGAGEMENT,OPORTUNIDAD_UP_SELLING
ES182201461I,11,11,0.0,0.0,0,ACTIVO,0.0,0.0,2160.0,0.0,0.0,918.0,2004.91,,PRODUCT 1,918.0,0.6871755890976219,C - BAJO VALOR,NO,90.9090909090909,false,0.0,17.676470588235297,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182201565F,22,22,0.0,0.0,62,MODERADO,0.0,0.0,8640.0,0.0,0.0,1890.0,2587.68,,PRODUCT 1,1890.0,0.6871755890976219,C - BAJO VALOR,NO,90.9090909090909,false,0.0,10.834391534391536,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182201705P,19,19,560.7010526315789,671.9751211242433,0,ACTIVO,10653.32,7059.2042105263145,9180.0,560.7010526315789,76.8976493521385,810.0,2047.68,7.0,PRODUCT 1,-9843.32,0.07036594635682485,A - ALTO VALOR,NO,89.47368421052632,false,0.0,9.719753086419754,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182201746L,4,4,0.0,0.0,0,ACTIVO,0.0,0.0,540.0,0.0,0.0,1620.0,6177.33,0.0,PRODUCT 1,1620.0,0.6871755890976219,C - BAJO VALOR,NO,75.0,false,0.7277826921472469,21.386419753086418,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182201771O,41,41,0.0,0.0,31,MODERADO,0.0,0.0,540.0,0.0,0.0,810.0,6826.9,1.0,PRODUCT 1,810.0,0.6871755890976219,C - BAJO VALOR,NO,90.2439024390244,false,0.0,39.24691358024691,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182201961M,26,26,449.08615384615376,600.1887098643355,31,MODERADO,11676.240000000003,2921.277692307692,4860.0,449.086153846154,60.108594491927825,1890.0,10008.58,1.0,PRODUCT 1,-9786.240000000003,0.05690085785644478,A - ALTO VALOR,NO,88.46153846153845,false,0.0,17.583068783068782,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202226V,16,16,150.54875,330.39171482499376,0,ACTIVO,2408.7799999999997,1678.7137500000001,1620.0,150.54874999999998,103.62430555555558,1944.0,6255.36,,PRODUCT 1,-464.77999999999975,0.4193506352481268,B - VALOR MEDIO,NO,87.5,false,0.0,19.633230452674898,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202249Z,96,96,22.384687500000002,115.56687316239415,0,ACTIVO,2148.9300000000003,232.5186458333334,1080.0,22.384687500000002,21.529504243827166,4320.0,24166.08,2.0,PRODUCT 1,2171.0699999999997,0.45748724074275166,B - VALOR MEDIO,NO,89.58333333333334,false,0.0,16.392592592592592,false,10.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182202265H,39,39,266.36487179487176,449.5994555617594,31,MODERADO,10388.23,3182.4807692307695,5400.0,266.36487179487176,58.93482905982906,2214.0,7020.0,1.0,PRODUCT 1,-8174.23,0.07399283309805625,A - ALTO VALOR,NO,89.74358974358975,false,0.0,11.387985546522133,false,11.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202314T,10,10,0.0,0.0,62,MODERADO,0.0,0.0,2700.0,0.0,0.0,1620.0,3403.03,2.0,PRODUCT 1,1620.0,0.6871755890976219,C - BAJO VALOR,NO,90.0,false,0.0,12.153086419753086,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182202322Y,28,28,101.05714285714285,200.74025861438813,0,ACTIVO,2829.6,934.5396428571429,5400.0,101.05714285714285,17.30628968253968,2646.0,6524.82,4.0,PRODUCT 1,-183.5999999999999,0.37063741991530025,B - VALOR MEDIO,NO,89.28571428571429,false,0.5886997361396463,12.58994708994709,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202337X,35,35,248.4,767.5903549036924,0,ACTIVO,8694.0,371.14457142857134,5400.0,248.4,6.873047619047617,1890.0,12938.4,2.0,PRODUCT 1,-6804.0,0.103355413182756,A - ALTO VALOR,NO,91.42857142857143,false,0.5992874413279597,22.165608465608464,false,13.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202380Y,3,3,0.0,0.0,0,ACTIVO,0.0,0.0,3240.0,0.0,0.0,2160.0,10431.56,2.0,PRODUCT 1,2160.0,0.6871755890976219,C - BAJO VALOR,NO,66.66666666666666,false,0.0,25.73009259259259,false,7.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182202628D,87,87,23.093333333333334,111.24596802379125,31,MODERADO,2009.1200000000001,494.1579310344827,810.0,23.093333333333334,61.00715197956576,1620.0,1617.3,4.0,PRODUCT 1,-389.1200000000001,0.47103920078184386,B - VALOR MEDIO,SI,89.65517241379311,false,0.35062146493046303,8.1,false,24.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202635U,9,9,147.24,359.6878346566645,0,ACTIVO,1325.16,1104.5377777777778,1890.0,147.24,58.441152263374484,1350.0,6343.6,3.0,PRODUCT 1,24.839999999999918,0.5604734498859811,C - BAJO VALOR,NO,88.88888888888889,false,0.0,22.720000000000002,false,31.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202737U,87,87,131.12712643678162,365.4105473169649,0,ACTIVO,11408.059999999998,771.6929885057474,1620.0,131.1271264367816,47.6353696608486,1782.0,3348.0,3.0,PRODUCT 1,-9626.059999999998,0.06000651536540341,A - ALTO VALOR,SI,89.65517241379311,false,0.67399097530978,7.081930415263749,false,3.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202739D,17,17,579.7058823529412,1582.6157052766268,0,ACTIVO,9855.0,2878.009411764706,10800.0,579.7058823529412,26.648235294117644,4320.0,8196.23,3.0,PRODUCT 1,-5535.0,0.0819415788902161,A - ALTO VALOR,NO,88.23529411764706,false,0.6027573881373107,6.851157407407409,false,32.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202755V,10,10,290.037,664.4271804101469,0,ACTIVO,2900.37,459.42299999999994,2700.0,290.037,17.015666666666664,1080.0,4070.9,,PRODUCT 1,-1820.37,0.36338364643283744,B - VALOR MEDIO,NO,90.0,false,0.0,18.475,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202925A,28,28,179.35714285714286,508.7038150324523,0,ACTIVO,5022.0,1494.3492857142865,6480.0,179.35714285714286,23.06094576719578,2430.0,2158.38,3.0,PRODUCT 1,-2592.0,0.2211966554457596,B - VALOR MEDIO,NO,89.28571428571429,false,0.0,5.497942386831276,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202950G,5,5,0.0,0.0,31,MODERADO,0.0,0.0,1620.0,0.0,0.0,2430.0,4070.9,6.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,80.0,false,0.0,6.379835390946502,false,8.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182202992C,96,96,21.853125000000002,87.13059883467733,0,ACTIVO,2097.9,354.25,2160.0,21.853125000000002,16.400462962962965,1890.0,5175.36,3.0,PRODUCT 1,-207.9000000000001,0.46354653056792267,B - VALOR MEDIO,NO,89.58333333333334,false,0.6126443560434596,14.062962962962963,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203064I,96,96,0.7312499999999998,4.741381377660002,0,ACTIVO,70.2,37.91406250000001,810.0,0.7312500000000001,4.680748456790124,2700.0,21600.0,2.0,PRODUCT 1,2629.8,0.6812900423498751,C - BAJO VALOR,SI,89.58333333333334,false,0.5688987249836889,33.07407407407407,false,10.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182203077S,40,40,33.255250000000004,181.71047119944865,31,MODERADO,1330.21,194.81974999999997,1620.0,33.255250000000004,12.025910493827158,1350.0,8741.52,3.0,PRODUCT 1,19.789999999999964,0.5602128352698447,C - BAJO VALOR,NO,90.0,false,0.0,35.26814814814815,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203141E,11,11,206.85363636363638,317.0056127033945,31,MODERADO,2275.3900000000003,742.5427272727273,2160.0,206.85363636363638,34.37697811447812,2700.0,7150.84,3.0,PRODUCT 1,424.6099999999997,0.43277228797915085,B - VALOR MEDIO,NO,90.9090909090909,false,0.0,12.798148148148147,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203228Y,28,28,657.8603571428572,1065.2664521402255,0,ACTIVO,18420.09,530.935,6480.0,657.8603571428572,8.19344135802469,1890.0,8351.15,8.0,PRODUCT 1,-16530.09,0.01813443370615702,A - ALTO VALOR,SI,89.28571428571429,false,0.575251140256896,24.754497354497353,false,7.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203260W,34,34,0.0,0.0,62,MODERADO,0.0,0.0,3240.0,0.0,0.0,2268.0,6663.28,6.0,PRODUCT 1,2268.0,0.6871755890976219,C - BAJO VALOR,NO,91.17647058823529,false,0.616031307020034,9.54541446208113,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203315N,75,75,35.712,170.9795253745234,0,ACTIVO,2678.4,1580.5692000000001,2160.0,35.712,73.17450000000001,2430.0,8154.0,,PRODUCT 1,-248.4000000000001,0.3905310022803779,B - VALOR MEDIO,NO,89.33333333333333,false,0.0,11.153497942386831,false,6.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203319Y,6,6,630.0,1048.026717216694,31,MODERADO,3780.0,2844.641666666667,4050.0,630.0,70.2380658436214,1350.0,11321.1,,PRODUCT 1,-2430.0,0.2878488435226409,B - VALOR MEDIO,NO,83.33333333333334,false,0.0,24.636296296296294,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203439F,37,37,193.63324324324321,423.47978196560183,0,ACTIVO,7164.43,2108.1881081081083,5130.0,193.63324324324324,41.09528475844266,2700.0,5670.0,3.0,PRODUCT 1,-4464.43,0.13793028559018353,A - ALTO VALOR,NO,89.1891891891892,false,0.0,8.194074074074074,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203443D,43,43,33.906976744186046,124.30239892591591,0,ACTIVO,1458.0,590.3739534883721,2700.0,33.906976744186046,21.865701981050815,2700.0,12938.4,5.0,PRODUCT 1,1242.0,0.5437723965685742,C - BAJO VALOR,NO,90.69767441860465,false,0.0,14.068148148148147,false,1.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203600C,29,29,0.0,0.0,0,ACTIVO,0.0,0.0,9180.0,0.0,0.0,1620.0,6469.2,3.0,PRODUCT 1,1620.0,0.6871755890976219,C - BAJO VALOR,NO,89.65517241379311,false,0.33854944905604567,20.386419753086418,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203610Z,11,11,489.9263636363637,923.3422687419085,31,MODERADO,5389.1900000000005,1402.8836363636365,2160.0,489.9263636363637,64.9483164983165,3780.0,8955.36,1.0,PRODUCT 1,-1609.1900000000005,0.20601585405581496,B - VALOR MEDIO,NO,90.9090909090909,false,0.2645013450594578,18.71851851851852,false,10.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203625A,3,3,0.0,0.0,31,MODERADO,0.0,0.0,0.0,0.0,0.0,1350.0,2862.0,0.0,PRODUCT 1,1350.0,0.6871755890976219,C - BAJO VALOR,NO,66.66666666666666,false,0.3792218799118874,9.343703703703705,false,7.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182203764Y,83,83,20.88433734939759,177.91194895497597,31,MODERADO,1733.4,615.6638554216869,1620.0,20.88433734939759,38.00394169269672,1620.0,11609.14,3.0,PRODUCT 1,-113.40000000000009,0.5030947985666196,C - BAJO VALOR,NO,89.1566265060241,false,0.5246758177418314,21.05,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203786C,44,44,220.6122727272727,619.8442966973263,31,MODERADO,9706.94,2363.7715909090916,5400.0,220.61227272727274,43.773547979797996,6750.0,9062.28,1.0,PRODUCT 1,-2956.9400000000005,0.08424367466608752,A - ALTO VALOR,NO,90.9090909090909,false,0.5002720529573622,6.877629629629629,false,13.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203863G,19,19,279.94736842105266,884.2567798052662,0,ACTIVO,5319.0,4655.374210526315,5400.0,279.94736842105266,86.2106335282651,4320.0,15930.0,1.0,PRODUCT 1,-999.0,0.20929525464219784,B - VALOR MEDIO,NO,89.47368421052632,false,0.0,10.176157407407407,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203921Z,96,96,73.8,232.0084644553887,0,ACTIVO,7084.799999999999,1082.6790624999996,2160.0,73.8,50.12403067129628,2160.0,12938.4,3.0,PRODUCT 1,-4924.799999999999,0.14010207405798675,A - ALTO VALOR,NO,89.58333333333334,false,0.0,19.39490740740741,false,14.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182203936H,95,95,75.21347368421053,265.3301809178335,31,MODERADO,7145.280000000001,1037.4877894736844,5400.0,75.21347368421053,19.212736842105265,2052.0,11006.06,,PRODUCT 1,-5093.280000000001,0.13842979693777827,A - ALTO VALOR,NO,89.47368421052632,false,0.0,20.857699805068226,true,3.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204044C,4,4,0.0,0.0,31,MODERADO,0.0,0.0,2160.0,0.0,0.0,1080.0,1833.84,4.0,PRODUCT 1,1080.0,0.6871755890976219,C - BAJO VALOR,NO,75.0,false,0.4623510461898574,9.889814814814816,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204138H,40,40,0.0,0.0,93,POCO_ACTIVO,0.0,0.0,5400.0,0.0,0.0,2430.0,2878.2,2.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,SI,90.0,false,0.0,12.502057613168724,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204212V,6,6,0.0,0.0,0,ACTIVO,0.0,0.0,2700.0,0.0,0.0,6480.0,12677.36,3.0,PRODUCT 1,6480.0,0.6871755890976219,C - BAJO VALOR,NO,83.33333333333334,false,0.0,5.7441358024691365,false,14.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204220V,41,41,104.25536585365855,242.9723165928329,0,ACTIVO,4274.469999999999,657.150487804878,2700.0,104.25536585365852,24.338906955736224,1350.0,10666.08,1.0,PRODUCT 1,-2924.4699999999993,0.2600499511347595,B - VALOR MEDIO,NO,90.2439024390244,false,0.7469996238780091,26.111851851851853,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204250N,34,34,47.64705882352941,227.46320146650177,0,ACTIVO,1620.0,1045.7870588235292,1350.0,47.64705882352941,77.46570806100216,1890.0,7020.0,0.0,PRODUCT 1,270.0,0.5186230861114127,C - BAJO VALOR,NO,91.17647058823529,false,0.3038694193636497,19.045502645502644,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204264X,9,9,183.96777777777777,237.9986106460381,31,MODERADO,1655.71,850.3633333333333,1080.0,183.96777777777777,78.73734567901235,1890.0,5232.38,3.0,PRODUCT 1,234.28999999999996,0.5140188945596699,C - BAJO VALOR,NO,88.88888888888889,false,0.0,12.988359788359787,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204388V,15,15,29.315333333333335,113.53779778851916,0,ACTIVO,439.73,298.94266666666664,2700.0,29.315333333333335,11.07195061728395,1890.0,3564.0,1.0,PRODUCT 1,1450.27,0.6562493213161038,C - BAJO VALOR,NO,86.66666666666667,false,0.4164317004127298,22.45978835978836,false,29.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204460Z,7,7,0.0,0.0,31,MODERADO,0.0,0.0,2700.0,0.0,0.0,2430.0,3056.4,1.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,85.71428571428571,false,0.4823829161492405,12.504526748971195,false,15.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204476L,8,8,0.0,0.0,62,MODERADO,0.0,0.0,10800.0,0.0,0.0,1890.0,5970.24,2.0,PRODUCT 1,1890.0,0.6871755890976219,C - BAJO VALOR,NO,87.5,false,0.0,17.72010582010582,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204545N,5,5,0.0,0.0,0,ACTIVO,0.0,0.0,3780.0,0.0,0.0,1782.0,6727.97,5.0,PRODUCT 1,1782.0,0.6871755890976219,C - BAJO VALOR,NO,80.0,false,0.6226196823802381,12.2665544332211,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204561P,16,16,49.72500000000001,107.39700119959899,0,ACTIVO,795.5999999999999,562.6193750000001,2700.0,49.724999999999994,20.837754629629636,2970.0,5400.0,0.0,PRODUCT 1,2174.4,0.6220219350635248,C - BAJO VALOR,SI,87.5,false,0.0,13.283501683501683,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204737M,30,30,0.0,0.0,0,ACTIVO,0.0,0.0,5400.0,0.0,0.0,2160.0,4661.82,6.0,PRODUCT 1,2160.0,0.6871755890976219,C - BAJO VALOR,NO,90.0,false,0.0,21.097685185185185,false,6.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204775N,7,7,109.85714285714286,197.31085809911607,0,ACTIVO,769.0,475.20571428571424,540.0,109.85714285714286,88.00105820105819,1890.0,3412.8,0.0,PRODUCT 1,1121.0,0.6236507764143773,C - BAJO VALOR,SI,85.71428571428571,false,0.2718619309964198,14.34867724867725,true,21.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182204812A,75,75,42.06466666666667,154.88789400404735,31,MODERADO,3154.8500000000004,137.35960000000003,810.0,42.064666666666675,16.957975308641977,1134.0,8409.96,1.0,PRODUCT 1,-2020.8500000000004,0.33936366597893364,B - VALOR MEDIO,NO,89.33333333333333,false,0.0,21.819223985890655,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204853R,10,10,1.9149999999999998,6.0557617192224455,0,ACTIVO,19.15,1.9439999999999997,1080.0,1.9149999999999998,0.17999999999999997,1080.0,4320.0,,PRODUCT 1,1060.85,0.6853947225540232,C - BAJO VALOR,NO,90.0,false,0.0,19.45462962962963,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204887R,64,64,21.09375,168.75,0,ACTIVO,1350.0,245.75296875,1350.0,21.09375,18.20392361111111,2700.0,2986.52,3.0,PRODUCT 1,1350.0,0.553740905635791,C - BAJO VALOR,NO,89.0625,false,0.3904323424892278,7.125925925925926,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182204920V,29,29,789.4599999999999,826.8752128603548,31,MODERADO,22894.339999999997,1463.6365517241381,5400.0,789.4599999999999,27.10438058748404,2970.0,8420.76,2.0,PRODUCT 1,-19924.339999999997,0.009990226951894885,A - ALTO VALOR,NO,89.65517241379311,false,0.5422641417917246,29.105387205387206,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205041M,8,8,262.88,346.8525426089388,0,ACTIVO,2103.04,563.99625,1080.0,262.88,52.221875000000004,2322.0,13543.15,2.0,PRODUCT 1,218.96000000000004,0.4631990444130742,B - VALOR MEDIO,NO,87.5,false,0.0,17.12101636520241,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182205133T,5,5,0.0,0.0,0,ACTIVO,0.0,0.0,1080.0,0.0,0.0,1323.0,1890.0,6.0,PRODUCT 1,1323.0,0.6871755890976219,C - BAJO VALOR,NO,80.0,false,0.6598506752718089,10.27739984882842,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205188M,3,3,0.0,0.0,31,MODERADO,0.0,0.0,1620.0,0.0,0.0,1350.0,6144.77,,PRODUCT 1,1350.0,0.6871755890976219,C - BAJO VALOR,NO,66.66666666666666,false,0.0,17.271851851851853,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205193B,15,15,0.0,0.0,0,ACTIVO,0.0,0.0,3240.0,0.0,0.0,2430.0,12553.7,5.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,86.66666666666667,false,0.6354094346851169,15.782304526748971,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205207Q,7,7,815.9957142857141,889.0396383149842,0,ACTIVO,5711.969999999999,3870.6714285714284,8100.0,815.9957142857141,47.78606701940035,4860.0,3234.6,5.0,PRODUCT 1,-851.9699999999993,0.18948854381583233,A - ALTO VALOR,NO,85.71428571428571,false,0.42814742821073803,5.367695473251029,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205213G,36,36,167.92527777777775,382.0262864514962,0,ACTIVO,6045.31,2224.961388888889,2700.0,167.92527777777778,82.40597736625514,3132.0,13678.15,0.0,PRODUCT 1,-2913.3100000000004,0.1759800195460962,A - ALTO VALOR,NO,91.66666666666666,false,0.0,18.553320561941252,true,8.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205270H,17,17,256.0476470588235,225.57940540775803,0,ACTIVO,4352.8099999999995,347.3276470588236,1080.0,256.0476470588235,32.15996732026144,1620.0,5400.0,,PRODUCT 1,-2732.8099999999995,0.25472906938864154,B - VALOR MEDIO,NO,88.23529411764706,false,0.0,13.04320987654321,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205414E,16,16,135.0,418.28220139040104,31,MODERADO,2160.0,313.571875,3240.0,135.0,9.678144290123456,1890.0,10800.0,3.0,PRODUCT 1,-270.0,0.44701922032794006,B - VALOR MEDIO,NO,87.5,false,0.0,16.791534391534395,false,2.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205541L,96,96,72.83697916666667,233.37950188309074,0,ACTIVO,6992.35,1294.6073958333334,2160.0,72.83697916666667,59.935527584876546,1350.0,1620.0,2.0,PRODUCT 1,-5642.35,0.14307742425887718,A - ALTO VALOR,NO,89.58333333333334,false,0.0,5.4,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205685R,28,28,766.375,1086.4484841070553,0,ACTIVO,21458.5,3265.104642857143,5400.0,766.375,60.4649007936508,1350.0,5400.0,4.0,PRODUCT 1,-20108.5,0.012205451189054186,A - ALTO VALOR,NO,89.28571428571429,false,0.0,19.456296296296298,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205698P,25,25,0.0,0.0,31,MODERADO,0.0,0.0,9180.0,0.0,0.0,2430.0,11484.4,2.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,88.0,false,0.5224028797316684,26.453497942386832,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182205715W,85,85,46.78941176470588,193.97783993682015,31,MODERADO,3977.100000000001,1252.2532941176476,1350.0,46.78941176470589,92.7595032679739,1620.0,8154.0,4.0,PRODUCT 1,-2357.100000000001,0.2766641329134542,B - VALOR MEDIO,NO,89.41176470588236,false,0.3709290326890704,17.926543209876545,false,2.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205790H,22,22,42.441818181818185,123.28310928359988,31,MODERADO,933.72,18.875,4320.0,42.441818181818185,0.4369212962962963,4860.0,13554.0,1.0,PRODUCT 1,3926.2799999999997,0.6050602671299815,C - BAJO VALOR,NO,90.9090909090909,false,0.4458512309180627,8.996707818930041,false,4.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182205842O,28,28,755.7335714285715,1168.735120867742,0,ACTIVO,21160.54,3957.951071428571,5400.0,755.7335714285715,73.29539021164021,3240.0,7351.34,4.0,PRODUCT 1,-17920.54,0.012683244651970897,A - ALTO VALOR,NO,89.28571428571429,false,0.0,11.633333333333335,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205854T,28,28,0.0,0.0,62,MODERADO,0.0,0.0,4860.0,0.0,0.0,1080.0,4378.75,4.0,PRODUCT 1,1080.0,0.6871755890976219,C - BAJO VALOR,NO,89.28571428571429,false,0.5070850662518037,29.645370370370372,true,15.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205892Q,31,31,310.2387096774194,881.2736456127648,31,MODERADO,9617.4,4315.51935483871,5400.0,310.23870967741937,79.91702508960573,2160.0,3377.92,2.0,PRODUCT 1,-7457.4,0.08585079813226192,A - ALTO VALOR,SI,90.32258064516128,false,0.5672254172158802,14.414814814814816,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182205921R,95,95,23.282526315789475,109.56842336095355,31,MODERADO,2211.84,312.78905263157895,1080.0,23.282526315789475,28.961949317738796,1458.0,7763.04,2.0,PRODUCT 1,-753.8400000000001,0.4412856987729395,B - VALOR MEDIO,NO,89.47368421052632,false,0.0,14.748285322359397,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
